ANID	Project ID	Alternate_ID	Excavator	Source_Person	Affiliation	Region	Country	State_Province	County_District	Subregion	Site_Name	Site_Number	Material	Sample_Type	Description	Culture	Context	Provenience	Period	Analyis_Date	Fe	Fe_err	Zn	Zn_err	Rb	Rb_err	Sr	Sr_err	Y	Y_err	Zr	Zr_err	Nb	Nb_err	Th	Th_err	Source_Code	Source_Name								
BLUM508	9	19__-HB176-463	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 163530	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez	2021	7599	100	50	5	152	3	2	1	38	1	150	2	47	1	15	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM509	9	19__-HB140-409	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 46536	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Unknown	2021	7985	103	55	5	155	3	3	1	39	1	154	3	49	1	16	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM510b	9	19__-HB140-409	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 46536	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Unknown	2021	4054	70	19	4	140	3	3	1	20	1	51	2	38	1	14	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM511	9	19__-HB140-409	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 46536	Obsidian	Artifact	Biface; Fragment	Ancestral Puebloan	Surface		Unknown	2021	7608	98	53	5	149	3	3	1	37	1	153	2	50	1	15	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM512	9	19__-HB052-062-363	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau	HGB052/062 (Dicus Property)	LA 82564; LA 146967; LA 128011	Obsidian	Artifact	Flake; Primary	Ancestral Puebloan	Surface		Valdez Phase	2021	6824	95	50	5	142	3	2	1	35	1	142	2	45	1	14	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM513	9	19__-HB058-435	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau	HGB058 (Archuleta)	LA 71187	Obsidian	Artifact	Projectile Point; Distal Fragment	Ancestral Puebloan	Subsurface	"Floor level 14"" from surface"	Talpa Phase	2021	8297	102	57	5	148	3	3	1	40	1	152	2	50	1	17	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM514	9	19__-HB062-587	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau	HGB062 (Dicus Property)	LA 82564; LA 146967; LA 128011	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez Phase	2021	4667	73	26	4	149	3	3	1	21	1	56	2	41	1	17	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM515	9	19__-HB053-359	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau	HGB053 (White Property)		Obsidian	Artifact	Flake; Secondary; Utilized	Ancestral Puebloan	Surface		Valdez Phase	2021	7331	97	55	5	145	3	2	1	37	1	152	2	47	1	17	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM516	9	19__-HB083-377	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau			Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Subsurface	3' below surface	Valdez	2021	3976	69	26	4	151	3	3	1	21	1	56	2	41	1	17	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM517	9	19__-HB043-571	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 133148	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Talpa Phase	2021	7307	98	55	5	153	3	3	1	39	1	159	3	50	2	17	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM518	9	19__-HB043-571	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 133148	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Talpa Phase	2021	7596	96	58	5	167	3	3	1	41	1	170	3	55	1	16	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM519	9	19__-HB102-451	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau			Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Subsurface	8 ft floor level	Valdez	2021	4196	70	23	4	151	3	3	1	20	1	54	2	40	1	15	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM520	9	19__-HB084-611	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 46536	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Cave		Unknown	2021	4017	69	26	4	149	3	3	1	20	1	56	2	41	1	18	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM521c	9	19__-HB084-611	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 46536	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Cave		Unknown	2021	3739	66	21	4	141	3	2	0	19	1	50	2	39	1	14	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM522	9	19__-HB041-067	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau	HGB041 (ElÊPueblitoÊPithouseÊVillage)	LA 12741	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez Phase	2021	4073	71	23	4	141	3	3	1	20	1	52	2	39	1	17	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM523	9	19__-HB083-443	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau			Obsidian	Artifact	Debris	Ancestral Puebloan	Subsurface	"Pithouse, 18 in down in refuse"	Valdez	2021	8696	110	58	6	167	4	3	1	41	1	170	3	52	2	20	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM524	9	19__-HB119-634	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 127201	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez	2021	8637	104	83	6	203	4	0	0	57	2	170	3	92	2	24	2	JMOR-NM	Jemez Mountains: Obsidian Ridge/Rabbit Mtn								
BLUM525	9	19__-HB108-621	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau	HGB109 (Larrinaga Property)		Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez?	2021	4474	75	25	4	156	3	2	1	21	1	56	2	41	1	17	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM526b	9	19__-HB053/053x-580	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau	HGB053 (White Property)		Obsidian	Artifact	Projectile Point; Fragment	Ancestral Puebloan	Surface		Valdez Phase	2021	3993	71	23	4	146	3	3	1	20	1	52	2	38	1	16	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM527	9	19__-HB053/053x-580	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau	HGB053 (White Property)		Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez Phase	2021	7851	100	79	6	196	4	0	0	54	2	162	3	88	2	19	2	JMOR-NM	Jemez Mountains: Obsidian Ridge/Rabbit Mtn								
BLUM528	9	19__-HB058-428	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau	HGB058 (Archuleta)	LA 71187	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Subsurface	"Trench A, 24 in down lower end, seems to be ash and refuse heap outside of a wall, southern exposure"	Talpa Phase	2021	3991	73	25	4	145	3	2	1	19	1	49	2	37	1	16	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM529	9	19__-HB058-023	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau	HGB058 (Archuleta)	LA 71187	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Talpa Phase	2021	4480	73	23	4	147	3	3	1	21	1	55	2	38	1	16	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM530	9	19__-HB093-380	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau			Obsidian	Artifact	Flake; Overshot	Ancestral Puebloan	Surface		Valdez	2021	8091	99	60	5	165	3	3	1	40	1	165	2	54	1	16	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM531	9	19__-HB093-380	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau			Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez	2021	7140	95	52	5	147	3	3	1	39	1	146	2	48	1	15	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM532	9	19__-HB095A-387	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 9201	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez	2021	4665	74	59	5	294	4	2	1	48	2	70	2	78	2	23	2	NAPW-NM	No Agua West								
BLUM533	9	19__-HB070-367	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 177818	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez Phase	2021	4402	72	26	4	147	3	4	1	20	1	55	2	40	1	16	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM534	9	19__-HB070-367	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 177818	Obsidian	Artifact	Projectile Point	Ancestral Puebloan	Surface		Valdez Phase	2021	7876	96	89	6	201	4	0	0	58	2	171	2	91	2	21	2	JMOR-NM	Jemez Mountains: Obsidian Ridge/Rabbit Mtn								
BLUM535	9	19__-HB070-367	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 177818	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez Phase	2021	7319	98	81	6	191	4	0	0	54	2	153	3	84	2	21	2	JMOR-NM	Jemez Mountains: Obsidian Ridge/Rabbit Mtn								
BLUM550	9	19__-HB176-464	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 163530	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez	2021	8435	104	61	6	162	3	3	1	41	1	159	3	50	1	17	2	JMCM1-NM	Jemez Mountains: Cerro del Medio								
BLUM552	9	19__-HB140-409	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 46536	Obsidian	Artifact	Biface; Fragment	Ancestral Puebloan	Surface		Unknown	2021	5102	87	31	5	160	4	4	1	20	1	56	2	40	1	18	2	JMPV-NM	Jemez Mountains: El Rechuelos								
BLUM555	9	19__-HB119-634	"Blumenschein, Helen G."	"Boulanger, Matthew T."	Southern Methodist University	North America: Southwest	United States of America	New Mexico	Taos	Taos Plateau		LA 127201	Obsidian	Artifact	Flake; Tertiary	Ancestral Puebloan	Surface		Valdez	2021	4267	71	27	4	149	3	3	1	20	1	55	2	40	1	15	2	JMPV-NM	Jemez Mountains: El Rechuelos								
																																														
